chr1	725920	726121
chr1	948320	949135
chr1	951452	951819
chr1	2029873	2030064
chr1	2487804	2488146
chr1	3807680	3807929
chr1	5728355	5728948
chr1	5731321	5733132
chr1	6419815	6420159
chr1	6560508	6560889
chr1	6629375	6629660
chr1	6928705	6929033
chr1	7217482	7217683
chr1	7938782	7938965
chr1	8889641	8889884
chr1	8933474	8933955
chr1	9135028	9135360
chr1	10276277	10276497
chr1	11750032	11750531
chr1	11791694	11792047
chr1	11967870	11969185
chr1	12226887	12227167
chr1	12538201	12538730
chr1	14660888	14661172
chr1	14763496	14763860
chr1	15482833	15483229
chr1	15587070	15587395
chr1	16242524	16242808
chr1	16546624	16546913
chr1	17820672	17821087
chr1	20126813	20127069
chr1	20196420	20196812
chr1	20481182	20481388
chr1	23445544	23446305
chr1	23500924	23501187
chr1	23961560	23961828
chr1	25021981	25022372
chr1	25035496	25035783
chr1	25682371	25682683
chr1	26259953	26260323
chr1	26324417	26325265
chr1	26451348	26451744
chr1	26602133	26602935
chr1	27045519	27045771
chr1	27070437	27070992
chr1	27110207	27110829
chr1	27226790	27227207
chr1	27998580	27999157
chr1	28305766	28306484
chr1	28499152	28499499
chr1	28744066	28744378
chr1	29216792	29217107
chr1	29253351	29253725
chr1	29506367	29507008
chr1	31535595	31536140
chr1	31960078	31960398
chr1	32246469	32247050
chr1	33427835	33428225
chr1	35540754	35540882
chr1	35627893	35628231
chr1	35965318	35965711
chr1	36102925	36103708
chr1	38312398	38312685
chr1	38989250	38989518
chr1	38993095	38993550
chr1	41099320	41100048
chr1	41272314	41272601
chr1	41310809	41311332
chr1	42357156	42357558
chr1	42995342	42995695
chr1	43948030	43948185
chr1	44692893	44693196
chr1	45186886	45187917
chr1	45545252	45545373
chr1	45825579	45825837
chr1	46528265	46528687
chr1	46530747	46531432
chr1	46764016	46764379
chr1	46768971	46769962
chr1	46770324	46770726
chr1	47141468	47141778
chr1	53207069	53207269
chr1	54842789	54843459
chr1	54874914	54875539
chr1	56968145	56968595
chr1	57239984	57240231
chr1	57684328	57684752
chr1	59249585	59249966
chr1	59485799	59486216
chr1	61543461	61544154
chr1	65534166	65534560
chr1	65698101	65698414
chr1	65878131	65878505
chr1	65934862	65935238
chr1	66004409	66004645
chr1	66766972	66767199
chr1	67397210	67397392
chr1	68199370	68200223
chr1	68214361	68214758
chr1	68382153	68382504
chr1	76186624	76186772
chr1	78224575	78225098
chr1	78227720	78228070
chr1	78469637	78470744
chr1	78521447	78521744
chr1	84900947	84901190
chr1	85154320	85154671
chr1	85158602	85158989
chr1	85690562	85691125
chr1	85744616	85744946
chr1	87205853	87206068
chr1	89535670	89535951
chr1	89594515	89594998
chr1	90103199	90103354
chr1	90359911	90360142
chr1	91852615	91853266
chr1	92182107	92182297
chr1	93499343	93499679
chr1	95078183	95078409
chr1	95349312	95349534
chr1	100252258	100252604
chr1	100384914	100385103
chr1	100411094	100411206
chr1	100530907	100531266
chr1	100830297	100830606
chr1	101251020	101251571
chr1	105249427	105249488
chr1	109355300	109355347
chr1	109967825	109968571
chr1	110453343	110453553
chr1	110576577	110577315
chr1	112861515	112861829
chr1	113168278	113168655
chr1	113211339	113211651
chr1	113217236	113217637
chr1	113337198	113337517
chr1	113361690	113362017
chr1	114201643	114201962
chr1	114234009	114234078
chr1	114285225	114285480
chr1	114328744	114329048
chr1	114402132	114402461
chr1	114456776	114457260
chr1	114620835	114621119
chr1	116951778	116952244
chr1	117457704	117457934
chr1	118155885	118156297
chr1	118277631	118278215
chr1	121351823	121352233
chr1	121355587	121355970
chr1	121483538	121483550
chr1	121483974	121485600
chr1	142535440	142539816
chr1	142542365	142542886
chr1	144533933	144534454
chr1	145001752	145004720
chr1	145012045	145016412
chr1	145024739	145025914
chr1	145028604	145029499
chr1	145033206	145034320
chr1	145044276	145045075
chr1	145046327	145046643
chr1	145058581	145059825
chr1	145060132	145061401
chr1	145073581	145073922
chr1	145097357	145098109
chr1	145455222	145455918
chr1	145744191	145744476
chr1	146555826	146556292
chr1	146849507	146850038
chr1	147319872	147320162
chr1	150592068	150592877
chr1	150719106	150719303
chr1	151568627	151569233
chr1	153860969	153861372
chr1	154192483	154192806
chr1	154358999	154359364
chr1	154580448	154580858
chr1	154948139	154948463
chr1	154965842	154966135
chr1	155162805	155163504
chr1	155607146	155607614
chr1	155714891	155715408
chr1	156085822	156086126
chr1	156556932	156557180
chr1	156832896	156833269
chr1	156901411	156901649
chr1	158656326	158656737
chr1	158700302	158700643
chr1	159849859	159850185
chr1	160407700	160408006
chr1	160509870	160510507
chr1	160548148	160548565
chr1	160738068	160738374
chr1	161014565	161015205
chr1	162391039	162391683
chr1	166459021	166459615
chr1	166554200	166554698
chr1	166674665	166675100
chr1	166699881	166700197
chr1	167511610	167511877
chr1	167569302	167569708
chr1	167691850	167692052
chr1	167897757	167897982
chr1	168317558	168317957
chr1	169240284	169240686
chr1	169278435	169279165
chr1	170137508	170137805
chr1	171454056	171454644
chr1	172715504	172715790
chr1	172876466	172876724
chr1	173375902	173376221
chr1	173501496	173501696
chr1	173572349	173572626
chr1	174809123	174809323
chr1	174818369	174818758
chr1	174959555	174959834
chr1	174984549	174984738
chr1	175379199	175379409
chr1	179098784	179099173
chr1	180783529	180783655
chr1	180810586	180810770
chr1	181072040	181072341
chr1	182365849	182366193
chr1	182415180	182415592
chr1	182557847	182558227
chr1	183423600	183423822
chr1	184079548	184079702
chr1	184915283	184915404
chr1	185253687	185254517
chr1	186153467	186153742
chr1	189321216	189321390
chr1	191975236	191975477
chr1	193387665	193387829
chr1	196527591	196527843
chr1	197701463	197701728
chr1	198492708	198492995
chr1	198568107	198568489
chr1	198668647	198668732
chr1	199901086	199901729
chr1	200321207	200321417
chr1	200984861	200985283
chr1	201738271	201738561
chr1	202045167	202045555
chr1	202431518	202431967
chr1	203269404	203269816
chr1	204351651	204351918
chr1	205204569	205204705
chr1	205600143	205600585
chr1	206990171	206990764
chr1	207197585	207198061
chr1	207378452	207378822
chr1	207837485	207837596
chr1	207989932	207990290
chr1	207999205	207999665
chr1	208259969	208260141
chr1	210000902	210001436
chr1	210048918	210049210
chr1	211765486	211765791
chr1	211780883	211781136
chr1	211861159	211861267
chr1	212016605	212016790
chr1	212111846	212112452
chr1	212769682	212770016
chr1	213226882	213227157
chr1	213240631	213240857
chr1	221608794	221609033
chr1	221915215	221915811
chr1	222182463	222182828
chr1	222817353	222817876
chr1	223976697	223977333
chr1	224035568	224035975
chr1	224200365	224201176
chr1	224203498	224203873
chr1	225629626	225629877
chr1	226298799	226299266
chr1	227544841	227545743
chr1	228328855	228329194
chr1	228974340	228974695
chr1	229140115	229140215
chr1	229339315	229339558
