chr1	243573	244839
chr1	755184	759721
chr1	760299	760428
chr1	760863	761555
chr1	761586	761720
chr1	762075	762184
chr1	892571	892851
chr1	892940	893159
chr1	893203	893441
chr1	893744	894729
chr1	949177	949465
chr1	1045072	1046193
chr1	1047208	1047413
chr1	1047951	1048144
chr1	1049834	1049947
chr1	1156243	1156734
chr1	1159421	1170686
chr1	1191184	1191421
chr1	1192750	1196226
chr1	1197535	1209940
chr1	1236840	1243599
chr1	1244820	1245469
chr1	1246844	1247154
chr1	1249854	1249955
chr1	1253571	1263051
chr1	1280461	1284852
chr1	1308486	1308920
chr1	1309147	1310393
chr1	1317802	1318427
chr1	1323055	1323562
chr1	1324709	1345159
chr1	1408012	1408426
chr1	1408679	1409707
chr1	1409838	1410071
chr1	1411811	1412929
chr1	1445692	1447055
chr1	1448429	1448548
chr1	1486173	1488273
chr1	1489825	1490859
chr1	1493574	1512035
chr1	1548959	1549501
chr1	1550445	1550611
chr1	1551808	1552500
chr1	1552740	1553019
chr1	1553253	1553358
chr1	1585442	1585596
chr1	1585737	1585872
chr1	1587305	1587738
chr1	1588314	1588748
chr1	1608765	1621943
chr1	1622665	1622869
chr1	1652631	1652778
chr1	1653498	1653629
chr1	1654567	1655086
chr1	1663742	1664255
chr1	1673664	1674235
chr1	1677095	1834674
chr1	1837439	1838623
chr1	2079835	2079971
chr1	2080831	2080990
chr1	2084512	2085279
chr1	2121484	2122892
chr1	2123428	2123691
chr1	2124225	2125128
chr1	2151442	2243058
chr1	2322652	2334436
chr1	2343612	2343722
chr1	2451508	2458456
chr1	2477797	2499202
chr1	2515232	2517635
chr1	2573492	2573864
chr1	3540753	3541324
chr1	3541835	3543216
chr1	3563917	3565415
chr1	3565819	3566644
chr1	3596441	3596584
chr1	3703402	3713657
chr1	3765817	3781018
chr1	3804537	3804653
chr1	3808792	3817461
chr1	6041742	6146917
chr1	6247774	6248003
chr1	6248728	6248913
chr1	6249919	6250444
chr1	6250713	6250850
chr1	6250878	6250992
chr1	6251708	6251881
chr1	6252719	6252895
chr1	6253766	6253938
chr1	6256130	6256252
chr1	6256369	6256625
chr1	6256652	6256752
chr1	6257085	6257215
chr1	6257368	6257586
chr1	6257686	6259773
chr1	6291362	6291494
chr1	6293625	6293859
chr1	6294550	6295710
chr1	6444671	6444818
chr1	6449805	6450333
chr1	6595339	6595567
chr1	6611845	6615361
chr1	6635618	6667394
chr1	6672586	6673257
chr1	6675478	6675678
chr1	6684885	6689536
chr1	6715201	6725275
chr1	6733900	6771109
chr1	6843135	6844745
chr1	6845241	6881625
chr1	6882943	6883464
chr1	6887611	6887736
chr1	6887888	6888149
chr1	6889350	6889454
chr1	6896566	6896887
chr1	6898076	6898578
chr1	6908301	6908401
chr1	7831116	7841429
chr1	8012412	8047611
chr1	8416533	8500995
chr1	8503360	8527003
chr1	8532138	8548375
chr1	8561906	8594651
chr1	8653757	8663870
chr1	8677626	8696742
chr1	8701953	8712847
chr1	8719164	8719330
chr1	8720541	8733365
chr1	8733561	8735622
chr1	8736628	8737204
chr1	8739131	8739378
chr1	8739508	8739710
chr1	8739844	8740055
chr1	8740550	8740784
chr1	8741041	8741246
chr1	8741914	8743656
chr1	8743732	8745575
chr1	8749692	8762969
chr1	8770437	8770543
chr1	8771264	8771371
chr1	8771723	8772729
chr1	8774228	8775344
chr1	8776089	8776858
chr1	8864478	8864998
chr1	8866727	8878027
chr1	8912698	8949337
chr1	9119447	9129488
chr1	9295473	9297282
chr1	9297665	9298731
chr1	9300329	9301298
chr1	9302409	9304624
chr1	9317736	9318823
chr1	9319587	9319802
chr1	9319929	9320032
chr1	9599506	9613216
chr1	9620900	9622031
chr1	9648704	9656191
chr1	9678744	9801935
chr1	9807978	9891537
chr1	9918336	9919167
chr1	9926841	9927807
chr1	9934838	9934956
chr1	9945100	9945382
chr1	9946015	9947909
chr1	9948277	9952308
chr1	9953937	9954054
chr1	9955982	9956090
chr1	9956116	9956357
chr1	9957487	9970769
chr1	10001440	10010038
chr1	10011866	10012084
chr1	10012453	10012700
chr1	10012867	10013092
chr1	10015875	10016207
chr1	10018184	10018391
chr1	10057543	10063371
chr1	10083566	10160761
chr1	10261639	10323898
chr1	10360972	10361106
chr1	10434774	10487620
chr1	10491368	10491582
chr1	10522363	10602043
chr1	10611443	10618219
chr1	11072024	11081437
chr1	11085221	11085453
chr1	11118853	11119793
chr1	11120463	11121315
chr1	11121895	11122117
chr1	11157007	11160658
chr1	11245675	11352929
chr1	11725884	11726474
chr1	11726749	11726944
chr1	11727351	11727552
chr1	11728232	11728760
chr1	11740474	11740712
chr1	11779604	11781779
chr1	11788116	11789437
chr1	11791312	11808650
chr1	11846037	11886759
chr1	11977828	11986851
chr1	11994389	11994686
chr1	11996234	11996502
chr1	11997556	11997687
chr1	11998745	11998952
chr1	11998983	11999185
chr1	12000301	12000819
chr1	12039530	12052555
chr1	12079681	12083424
chr1	12084045	12084191
chr1	12084342	12084486
chr1	12086264	12088133
chr1	12177095	12273298
chr1	12285815	12304594
chr1	12406381	12407033
chr1	12662581	12663839
chr1	12672722	12674731
chr1	14017861	14137792
chr1	15726806	15764634
chr1	15840969	15841200
chr1	15842963	15844027
chr1	15844813	15845397
chr1	15846002	15846631
chr1	15847823	15850897
chr1	15852734	15858511
chr1	15858623	15859836
chr1	15935124	15974379
chr1	16001499	16051323
chr1	16146210	16311810
chr1	16584490	16585002
chr1	16589085	16589193
chr1	16592754	16593271
chr1	16593777	16594147
chr1	16596452	16596604
chr1	16600389	16600489
chr1	16600777	16600982
chr1	16601575	16601718
